Group: [4345, 7029, 2500]
4345:
< 0, 29, 3237.239024177677, Request, 4345 >
< 159, 382, 893.5573318954979, Request, 4915 >
< 382, 294, 895.1140040073587, Request, 4915 >
< 294, 382, 896.6049116617063, Response, 4915 >
< 382, 159, 897.0163140622406, Response, 4915 >
< 159, 329, 898.4323100470614, Request, 4915 >
< 329, 244, 899.0883443327293, Request, 4915 >
< 244, 166, 901.0787552634964, Request, 4915 >
< 166, 244, 901.9625776575269, Response, 4915 >
< 244, 224, 903.6682728103477, Request, 4915 >
< 224, 188, 904.3454781518734, Request, 4915 >
< 188, 224, 906.2713690266655, Response, 4915 >
< 224, 244, 906.7293162648327, Response, 4915 >
< 244, 329, 907.7815093097245, Response, 4915 >
< 329, 159, 909.1364438656376, Response, 4915 >
< 159, 290, 909.9887546082022, Response, 4915 >
< 290, 29, 911.3555421103362, Response, 4915 >
< 29, 0, 911.7642113872012, Response, 4915 >
5017:
< 0, 29, 2406.6431567545196, Request, 5017 >
< 29, 290, 2408.0813474760075, Request, 5017 >
< 290, 159, 2409.304625226672, Request, 5017 >
< 159, 329, 2410.714941712825, Request, 5017 >
< 329, 244, 2411.1750668710774, Request, 5017 >
< 244, 166, 2412.514715077985, Request, 5017 >
< 166, 244, 2414.028232386268, Response, 5017 >
< 244, 224, 2415.214865480458, Request, 5017 >
< 224, 244, 2416.8848486181832, Response, 5017 >
< 244, 329, 2418.1518350526326, Response, 5017 >
< 329, 159, 2419.9544776599314, Response, 5017 >
< 159, 382, 2421.0625184262794, Request, 5017 >
< 382, 294, 2421.326621656551, Request, 5017 >
< 294, 382, 2422.2469628379163, Response, 5017 >
< 382, 159, 2423.8913447103896, Response, 5017 >
< 159, 290, 2424.9189593324527, Response, 5017 >
< 290, 29, 2426.30635035499, Response, 5017 >
< 29, 0, 2426.9571830847613, Response, 5017 >
5060:
< 0, 29, 762.7086720887766, Request, 5060 >
< 29, 290, 763.3109841812976, Request, 5060 >
< 290, 159, 763.9737326392631, Request, 5060 >
< 159, 382, 764.4875531320275, Request, 5060 >
< 382, 294, 766.0293151727184, Request, 5060 >
< 294, 382, 766.7461997085645, Response, 5060 >
< 382, 159, 768.4612170692245, Response, 5060 >
< 159, 329, 769.5843453744411, Request, 5060 >
< 329, 244, 770.8558921480014, Request, 5060 >
< 244, 224, 772.5762541233361, Request, 5060 >
< 224, 188, 773.1516294075302, Request, 5060 >
< 188, 319, 774.7705109962243, Request, 5060 >
< 319, 188, 775.6711727271696, Response, 5060 >
< 188, 224, 777.1055257605855, Response, 5060 >
< 224, 244, 777.483103302538, Response, 5060 >
< 244, 166, 778.0020939372848, Request, 5060 >
< 166, 244, 778.289754856276, Response, 5060 >
< 244, 329, 778.8287376296654, Response, 5060 >
< 329, 159, 779.4395959932639, Response, 5060 >
< 159, 290, 780.104426200398, Response, 5060 >
< 290, 29, 780.9257705132127, Response, 5060 >
< 29, 0, 781.922515442051, Response, 5060 >
5122:
< 0, 29, 1211.5048899897417, Request, 5122 >
< 29, 290, 1212.4992307986558, Request, 5122 >
< 290, 159, 1213.291244905468, Request, 5122 >
< 159, 329, 1215.008634114873, Request, 5122 >
< 329, 244, 1215.767351161961, Request, 5122 >
< 244, 224, 1217.4893411202584, Request, 5122 >
< 224, 188, 1218.001689322309, Request, 5122 >
< 188, 319, 1219.8342718224615, Request, 5122 >
< 319, 188, 1221.0762094088968, Response, 5122 >
< 188, 224, 1222.4667768623992, Response, 5122 >
< 224, 244, 1223.910150274942, Response, 5122 >
< 244, 166, 1225.0879917810662, Request, 5122 >
< 166, 244, 1226.4715633853027, Response, 5122 >
< 244, 329, 1228.2259616750764, Response, 5122 >
< 329, 159, 1228.7290224161852, Response, 5122 >
< 159, 382, 1229.447664779209, Request, 5122 >
< 382, 294, 1231.236677365518, Request, 5122 >
< 294, 382, 1232.700784588447, Response, 5122 >
< 382, 159, 1233.9586406616845, Response, 5122 >
< 159, 290, 1234.774863697746, Response, 5122 >
< 290, 29, 1236.0126440263923, Response, 5122 >
< 29, 0, 1238.0109565520354, Response, 5122 >
5193:
< 0, 29, 892.8174673876728, Request, 5193 >
< 29, 290, 894.1749385638086, Request, 5193 >
< 290, 159, 895.4441675578182, Request, 5193 >
< 159, 329, 896.0522646553065, Request, 5193 >
< 329, 244, 896.6853768329405, Request, 5193 >
< 244, 224, 897.755160215658, Request, 5193 >
< 224, 188, 898.717608664004, Request, 5193 >
< 188, 319, 900.1807981428976, Request, 5193 >
< 319, 188, 900.5441524182287, Response, 5193 >
< 188, 224, 900.7597397342327, Response, 5193 >
< 224, 244, 902.0537235365749, Response, 5193 >
< 244, 166, 903.999609868578, Request, 5193 >
< 166, 244, 904.3757867278026, Response, 5193 >
< 244, 329, 905.6558561389822, Response, 5193 >
< 329, 159, 906.5125585052564, Response, 5193 >
< 159, 382, 907.4793519610088, Request, 5193 >
< 382, 294, 909.0532457277935, Request, 5193 >
< 294, 382, 909.376643887666, Response, 5193 >
< 382, 159, 911.3128432887768, Response, 5193 >
< 159, 290, 912.6662811780585, Response, 5193 >
< 290, 29, 914.1377466146813, Response, 5193 >
< 29, 0, 915.0250060544474, Response, 5193 >
5220:
< 0, 29, 384.36216687930676, Request, 5220 >
< 29, 290, 384.9526135871291, Request, 5220 >
< 290, 159, 386.3979324470865, Request, 5220 >
< 159, 382, 387.5979299446025, Request, 5220 >
< 382, 294, 389.00807120815335, Request, 5220 >
< 294, 382, 390.54150762599437, Response, 5220 >
< 382, 159, 391.82243687654693, Response, 5220 >
< 159, 329, 393.5191548216773, Request, 5220 >
< 329, 244, 394.57272064781415, Request, 5220 >
< 244, 166, 395.6828080352947, Request, 5220 >
< 166, 244, 396.78758522451494, Response, 5220 >
< 244, 224, 397.03499710627983, Request, 5220 >
< 224, 188, 397.9440209531683, Request, 5220 >
< 188, 319, 398.29571863516577, Request, 5220 >
< 319, 188, 400.0531648029046, Response, 5220 >
< 188, 224, 400.9771990628641, Response, 5220 >
< 224, 244, 401.1890625813712, Response, 5220 >
< 244, 329, 402.0212293140008, Response, 5220 >
< 329, 159, 402.99191888455584, Response, 5220 >
< 159, 290, 404.2208241459838, Response, 5220 >
< 290, 29, 406.06231793365794, Response, 5220 >
< 29, 0, 407.7874669556342, Response, 5220 >
5276:
< 0, 29, 2365.4668062391256, Request, 5276 >
< 29, 290, 2365.9341274880944, Request, 5276 >
< 290, 159, 2367.1770963568615, Request, 5276 >
< 159, 329, 2367.856284287886, Request, 5276 >
< 329, 244, 2368.3304428807373, Request, 5276 >
< 244, 166, 2370.312466362843, Request, 5276 >
< 166, 244, 2371.585416474086, Response, 5276 >
< 244, 224, 2372.313324168765, Request, 5276 >
< 224, 188, 2372.8496647744587, Request, 5276 >
< 188, 319, 2374.7397792601582, Request, 5276 >
< 319, 188, 2375.2446490972306, Response, 5276 >
< 188, 224, 2376.6760929454754, Response, 5276 >
< 224, 244, 2377.043203776877, Response, 5276 >
< 244, 329, 2377.4260251016335, Response, 5276 >
< 329, 159, 2379.181037575358, Response, 5276 >
< 159, 382, 2379.428571469437, Request, 5276 >
< 382, 294, 2379.729637050052, Request, 5276 >
< 294, 382, 2380.8716642694517, Response, 5276 >
< 382, 159, 2382.0239628465824, Response, 5276 >
< 159, 290, 2382.99989413423, Response, 5276 >
< 290, 29, 2384.0877251047027, Response, 5276 >
< 29, 0, 2384.479373912706, Response, 5276 >
5288:
< 0, 29, 2744.129123546585, Request, 5288 >
< 29, 290, 2745.3633631528305, Request, 5288 >
< 290, 159, 2745.7305358331128, Request, 5288 >
< 159, 382, 2747.5924721970678, Request, 5288 >
< 382, 294, 2749.1563600519376, Request, 5288 >
< 294, 382, 2749.5304477435316, Response, 5288 >
< 382, 159, 2749.8166387119936, Response, 5288 >
< 159, 329, 2751.422467685718, Request, 5288 >
< 329, 244, 2753.2814122216737, Request, 5288 >
< 244, 166, 2753.659217833273, Request, 5288 >
< 166, 244, 2755.01403397406, Response, 5288 >
< 244, 224, 2755.5618765261283, Request, 5288 >
< 224, 244, 2755.9646553065345, Response, 5288 >
< 244, 329, 2756.3069614880674, Response, 5288 >
< 329, 159, 2757.5841266266575, Response, 5288 >
< 159, 290, 2758.3407890515423, Response, 5288 >
< 290, 29, 2759.0152079496293, Response, 5288 >
< 29, 0, 2760.03916710619, Response, 5288 >
5347:
< 0, 29, 782.4793197984775, Request, 5347 >
< 29, 290, 782.7610541217318, Request, 5347 >
< 290, 159, 783.7374563138686, Request, 5347 >
< 159, 382, 785.0864277691231, Request, 5347 >
< 382, 294, 785.8759634457207, Request, 5347 >
< 294, 382, 787.7524735787598, Response, 5347 >
< 382, 159, 788.6942315738622, Response, 5347 >
< 159, 329, 790.6191106807968, Request, 5347 >
< 329, 244, 792.5300982518331, Request, 5347 >
< 244, 166, 792.8958705413488, Request, 5347 >
< 166, 244, 793.2665740090729, Response, 5347 >
< 244, 224, 793.5287358383648, Request, 5347 >
< 224, 188, 794.9663286887869, Request, 5347 >
< 188, 319, 796.6574188095022, Request, 5347 >
< 319, 188, 798.5494962082847, Response, 5347 >
< 188, 224, 799.5798322411068, Response, 5347 >
< 224, 244, 801.0129215077015, Response, 5347 >
< 244, 329, 801.9583218079893, Response, 5347 >
< 329, 159, 802.2418788105025, Response, 5347 >
< 159, 290, 802.6802986985238, Response, 5347 >
< 290, 29, 803.0146204003532, Response, 5347 >
< 29, 0, 804.9256251448767, Response, 5347 >
5385:
< 0, 29, 992.1012862966594, Request, 5385 >
< 29, 290, 993.1037297467328, Request, 5385 >
< 290, 159, 993.7068183604052, Request, 5385 >
< 159, 329, 995.2150107138981, Request, 5385 >
< 329, 244, 996.0087020464152, Request, 5385 >
< 244, 166, 997.0778533151113, Request, 5385 >
< 166, 244, 998.1268873903238, Response, 5385 >
< 244, 224, 999.7238593195503, Request, 5385 >
< 224, 188, 1001.0435920384227, Request, 5385 >
< 188, 319, 1001.8227658484944, Request, 5385 >
< 319, 188, 1002.8602200346185, Response, 5385 >
< 188, 224, 1004.5903550774299, Response, 5385 >
< 224, 244, 1004.9117415869284, Response, 5385 >
< 244, 329, 1005.272445063024, Response, 5385 >
< 329, 159, 1005.6610625118745, Response, 5385 >
< 159, 382, 1006.5084841660173, Request, 5385 >
< 382, 294, 1007.772220535176, Request, 5385 >
< 294, 382, 1009.0849220407298, Response, 5385 >
< 382, 159, 1010.1144109947201, Response, 5385 >
< 159, 290, 1010.7418636190428, Response, 5385 >
< 290, 29, 1011.0889983733531, Response, 5385 >
< 29, 0, 1012.2110237895956, Response, 5385 >
5410:
< 0, 29, 1315.0736949367408, Request, 5410 >
< 29, 290, 1315.310241073566, Request, 5410 >
< 290, 159, 1317.092969448441, Request, 5410 >
< 159, 382, 1318.576227611026, Request, 5410 >
< 382, 294, 1318.9087436109687, Request, 5410 >
< 294, 382, 1319.2362075125395, Response, 5410 >
< 382, 159, 1319.75867185643, Response, 5410 >
< 159, 329, 1320.9691037629395, Request, 5410 >
< 329, 244, 1322.4398435387418, Request, 5410 >
< 244, 224, 1324.282753794341, Request, 5410 >
< 224, 188, 1324.7658000942884, Request, 5410 >
< 188, 319, 1325.6315912779178, Request, 5410 >
< 319, 188, 1326.4426531847305, Response, 5410 >
< 188, 224, 1327.2581607616594, Response, 5410 >
< 224, 244, 1329.2421058727052, Response, 5410 >
< 244, 166, 1330.250999357052, Request, 5410 >
< 166, 244, 1331.917697639764, Response, 5410 >
< 244, 329, 1333.6583538913467, Response, 5410 >
< 329, 159, 1334.584363472676, Response, 5410 >
< 159, 290, 1335.5743378512157, Response, 5410 >
< 290, 29, 1336.3559824886186, Response, 5410 >
< 29, 0, 1337.4158207473456, Response, 5410 >
5444:
< 0, 29, 2117.855464426978, Request, 5444 >
< 29, 290, 2118.747968746622, Request, 5444 >
< 290, 159, 2119.137785632459, Request, 5444 >
< 159, 329, 2120.01984143184, Request, 5444 >
< 329, 244, 2121.4138311931606, Request, 5444 >
< 244, 224, 2121.6875948523393, Request, 5444 >
< 224, 188, 2121.8891990118577, Request, 5444 >
< 188, 224, 2122.7968782377043, Response, 5444 >
< 224, 244, 2124.537711991542, Response, 5444 >
< 244, 166, 2125.2754632625365, Request, 5444 >
< 166, 244, 2127.0408735892856, Response, 5444 >
< 244, 329, 2127.559421631018, Response, 5444 >
< 329, 159, 2128.9040122621022, Response, 5444 >
< 159, 382, 2129.5931997513067, Request, 5444 >
< 382, 294, 2131.111848028454, Request, 5444 >
< 294, 382, 2131.8449938977396, Response, 5444 >
< 382, 159, 2132.9826291223176, Response, 5444 >
< 159, 290, 2133.880316612267, Response, 5444 >
< 290, 29, 2135.0709579247414, Response, 5444 >
< 29, 0, 2136.9345414698173, Response, 5444 >
5477:
< 0, 29, 85.12386045123928, Request, 5477 >
< 29, 290, 85.37082450543052, Request, 5477 >
< 290, 159, 86.69016945789124, Request, 5477 >
< 159, 382, 87.293402860265, Request, 5477 >
< 382, 294, 88.84723327358607, Request, 5477 >
< 294, 382, 89.11039083229056, Response, 5477 >
< 382, 159, 90.72136671136899, Response, 5477 >
< 159, 329, 91.57760662491314, Request, 5477 >
< 329, 244, 93.43627944350433, Request, 5477 >
< 244, 166, 94.14505893319755, Request, 5477 >
< 166, 244, 94.84294490060003, Response, 5477 >
< 244, 224, 95.18111365621758, Request, 5477 >
< 224, 188, 95.7676731803764, Request, 5477 >
< 188, 319, 97.37081072805604, Request, 5477 >
< 319, 188, 98.45933394356639, Response, 5477 >
< 188, 224, 99.43031304149041, Response, 5477 >
< 224, 244, 100.8793773155439, Response, 5477 >
< 244, 329, 102.07023242729483, Response, 5477 >
< 329, 159, 102.66600253772836, Response, 5477 >
< 159, 290, 102.95786287780304, Response, 5477 >
< 290, 29, 103.79485430140915, Response, 5477 >
< 29, 0, 104.8620061744891, Response, 5477 >
5558:
< 0, 29, 3423.4639172774623, Request, 5558 >
< 29, 290, 3425.4372766677193, Request, 5558 >
< 290, 159, 3426.0380148310783, Request, 5558 >
< 159, 382, 3426.290412846222, Request, 5558 >
< 382, 294, 3428.268574117249, Request, 5558 >
< 294, 382, 3428.4995831239535, Response, 5558 >
< 382, 159, 3428.848332891019, Response, 5558 >
< 159, 329, 3430.4166068069044, Request, 5558 >
< 329, 244, 3431.248447902669, Request, 5558 >
< 244, 224, 3433.221344918201, Request, 5558 >
< 224, 188, 3434.4479027763023, Request, 5558 >
< 188, 319, 3435.3050648879293, Request, 5558 >
< 319, 188, 3436.862723981508, Response, 5558 >
< 188, 224, 3437.9383147914673, Response, 5558 >
< 224, 244, 3438.3425617515645, Response, 5558 >
< 244, 166, 3439.5911409533364, Request, 5558 >
< 166, 244, 3441.5488770450447, Response, 5558 >
< 244, 329, 3442.831082255353, Response, 5558 >
< 329, 159, 3443.9236177317994, Response, 5558 >
< 159, 290, 3444.5791334973046, Response, 5558 >
< 290, 29, 3445.3089144227843, Response, 5558 >
< 29, 0, 3445.818609391728, Response, 5558 >
5570:
< 0, 29, 3222.7871586551114, Request, 5570 >
< 29, 290, 3223.8998368285347, Request, 5570 >
< 290, 159, 3224.967611998252, Request, 5570 >
< 159, 329, 3225.837997129648, Request, 5570 >
< 329, 244, 3226.970572234994, Request, 5570 >
< 244, 166, 3228.7783693438923, Request, 5570 >
< 166, 244, 3229.6988611461084, Response, 5570 >
< 244, 224, 3231.099265821719, Request, 5570 >
< 224, 188, 3231.937563982138, Request, 5570 >
< 188, 319, 3233.2569344322014, Request, 5570 >
< 319, 188, 3234.6086240034087, Response, 5570 >
< 188, 224, 3236.3627667219234, Response, 5570 >
< 224, 244, 3238.2466385770967, Response, 5570 >
< 244, 329, 3240.1066530082, Response, 5570 >
< 329, 159, 3241.984469766213, Response, 5570 >
< 159, 382, 3242.9534502801466, Request, 5570 >
< 382, 294, 3243.1786546017674, Request, 5570 >
< 294, 382, 3244.495430825714, Response, 5570 >
< 382, 159, 3246.2136698245527, Response, 5570 >
< 159, 290, 3247.1858455178203, Response, 5570 >
< 290, 29, 3248.8188494006677, Response, 5570 >
< 29, 0, 3250.1210122244233, Response, 5570 >
5640:
< 0, 29, 278.81969392490925, Request, 5640 >
< 29, 290, 280.0149387526359, Request, 5640 >
< 290, 159, 281.8709047654833, Request, 5640 >
< 159, 382, 282.64156987950184, Request, 5640 >
< 382, 294, 284.535383923847, Request, 5640 >
< 294, 382, 285.35440036455395, Response, 5640 >
< 382, 159, 285.57006883562315, Response, 5640 >
< 159, 329, 286.7986905398622, Request, 5640 >
< 329, 244, 287.5637289715098, Request, 5640 >
< 244, 224, 289.328925616953, Request, 5640 >
< 224, 188, 290.46425903548163, Request, 5640 >
< 188, 319, 291.5621871307304, Request, 5640 >
< 319, 188, 291.92208686118545, Response, 5640 >
< 188, 224, 292.8580818936394, Response, 5640 >
< 224, 244, 294.30310864151573, Response, 5640 >
< 244, 166, 295.83125932909525, Request, 5640 >
< 166, 244, 296.1744368511532, Response, 5640 >
< 244, 329, 296.61087435776295, Response, 5640 >
< 329, 159, 298.60210823400683, Response, 5640 >
< 159, 290, 300.3534115472936, Response, 5640 >
< 290, 29, 301.5278587203818, Response, 5640 >
< 29, 0, 302.5672660374867, Response, 5640 >
5641:
< 0, 29, 3208.9897066074477, Request, 5641 >
< 29, 290, 3209.2892097758086, Request, 5641 >
< 290, 159, 3210.797061047254, Request, 5641 >
< 159, 329, 3212.597087313158, Request, 5641 >
< 329, 244, 3213.840986759808, Request, 5641 >
< 244, 166, 3214.2061249554263, Request, 5641 >
< 166, 244, 3215.9712994219203, Response, 5641 >
< 244, 224, 3217.8086753682924, Request, 5641 >
< 224, 188, 3218.1648662095026, Request, 5641 >
< 188, 319, 3219.1250864668086, Request, 5641 >
< 319, 188, 3220.965080282785, Response, 5641 >
< 188, 224, 3221.669824569335, Response, 5641 >
< 224, 244, 3222.5921021666227, Response, 5641 >
< 244, 329, 3224.3376403760867, Response, 5641 >
< 329, 159, 3224.6700272485036, Response, 5641 >
< 159, 382, 3225.643169066289, Request, 5641 >
< 382, 294, 3225.8746893072093, Request, 5641 >
< 294, 382, 3226.797892985986, Response, 5641 >
< 382, 159, 3227.4922570300105, Response, 5641 >
< 159, 290, 3229.142773038508, Response, 5641 >
< 290, 29, 3230.27299173553, Response, 5641 >
< 29, 0, 3231.2384511222244, Response, 5641 >
5651:
< 0, 29, 732.937217235691, Request, 5651 >
< 29, 290, 734.5067749900853, Request, 5651 >
< 290, 159, 735.7614286582552, Request, 5651 >
< 159, 382, 736.2676883701355, Request, 5651 >
< 382, 294, 738.0422015053065, Request, 5651 >
< 294, 382, 739.0137288082624, Response, 5651 >
< 382, 159, 740.3952307275928, Response, 5651 >
< 159, 329, 741.2201508461757, Request, 5651 >
< 329, 244, 742.3835376295771, Request, 5651 >
< 244, 166, 743.994092642894, Request, 5651 >
< 166, 244, 744.5400664023316, Response, 5651 >
< 244, 224, 745.0434552508184, Request, 5651 >
< 224, 188, 746.9298988094507, Request, 5651 >
< 188, 319, 748.2685860273476, Request, 5651 >
< 319, 188, 749.3235418392081, Response, 5651 >
< 188, 224, 751.0517701359722, Response, 5651 >
< 224, 244, 751.4042067364982, Response, 5651 >
< 244, 329, 752.738461313932, Response, 5651 >
< 329, 159, 753.9254868501959, Response, 5651 >
< 159, 290, 754.230515279192, Response, 5651 >
< 290, 29, 755.6110442670822, Response, 5651 >
< 29, 0, 756.9334784454692, Response, 5651 >
5654:
< 0, 29, 3591.576261875079, Request, 5654 >
< 29, 290, 3592.608457744265, Request, 5654 >
< 290, 159, 3592.922811343551, Request, 5654 >
< 159, 329, 3594.2964343157823, Request, 5654 >
< 329, 244, 3595.762991857055, Request, 5654 >
< 244, 166, 3596.876493623039, Request, 5654 >
< 166, 244, 3598.843486849002, Response, 5654 >
< 244, 224, 3600.056702507477, Request, 5654 >
< 224, 244, 3602.055422832044, Response, 5654 >
< 244, 329, 3603.501621764272, Response, 5654 >
< 329, 159, 3605.1150101089297, Response, 5654 >
< 159, 382, 3606.958267784407, Request, 5654 >
< 382, 294, 3608.366454746695, Request, 5654 >
< 294, 382, 3608.633616930687, Response, 5654 >
< 382, 159, 3610.5068826555894, Response, 5654 >
< 159, 290, 3611.133370082103, Response, 5654 >
< 290, 29, 3611.985318300862, Response, 5654 >
< 29, 0, 3612.515681712666, Response, 5654 >
5659:
< 0, 29, 2392.356204617994, Request, 5659 >
< 29, 290, 2393.66528451062, Request, 5659 >
< 290, 159, 2393.9768372282256, Request, 5659 >
< 159, 329, 2395.655365053606, Request, 5659 >
< 329, 244, 2396.3623450253244, Request, 5659 >
< 244, 166, 2397.457959769222, Request, 5659 >
< 166, 244, 2398.2428024648716, Response, 5659 >
< 244, 224, 2399.3821226770265, Request, 5659 >
< 224, 244, 2400.752033332775, Response, 5659 >
< 244, 329, 2402.6147375295, Response, 5659 >
< 329, 159, 2404.073769612359, Response, 5659 >
< 159, 382, 2405.070178476639, Request, 5659 >
< 382, 294, 2405.733023294466, Request, 5659 >
< 294, 382, 2407.6176390037685, Response, 5659 >
< 382, 159, 2409.110782940448, Response, 5659 >
< 159, 290, 2410.7924702300006, Response, 5659 >
< 290, 29, 2411.827582874999, Response, 5659 >
< 29, 0, 2413.633521546605, Response, 5659 >
5682:
< 0, 29, 288.6745600935773, Request, 5682 >
< 29, 290, 289.40870605662633, Request, 5682 >
< 290, 159, 290.31789025278545, Request, 5682 >
< 159, 329, 292.26111911714884, Request, 5682 >
< 329, 244, 293.9857846040117, Request, 5682 >
< 244, 166, 294.7938109929138, Request, 5682 >
< 166, 244, 295.1969339661194, Response, 5682 >
< 244, 224, 296.59498751500723, Request, 5682 >
< 224, 188, 298.3264307128179, Request, 5682 >
< 188, 319, 300.1386288701771, Request, 5682 >
< 319, 188, 301.5907084523273, Response, 5682 >
< 188, 224, 302.52797958694964, Response, 5682 >
< 224, 244, 303.1313663861652, Response, 5682 >
< 244, 329, 304.0580084052399, Response, 5682 >
< 329, 159, 305.46802265877614, Response, 5682 >
< 159, 382, 307.4352258785182, Request, 5682 >
< 382, 294, 308.5211056511946, Request, 5682 >
< 294, 382, 309.2141799336736, Response, 5682 >
< 382, 159, 310.52346670746334, Response, 5682 >
< 159, 290, 312.18618403884744, Response, 5682 >
< 290, 29, 313.80703249694744, Response, 5682 >
< 29, 0, 315.2471918481777, Response, 5682 >
5714:
< 0, 29, 2380.6561034037995, Request, 5714 >
< 29, 290, 2381.666275612293, Request, 5714 >
< 290, 159, 2382.5536989583425, Request, 5714 >
< 159, 382, 2383.6141322288195, Request, 5714 >
< 382, 294, 2385.5590026445657, Request, 5714 >
< 294, 382, 2387.27812651885, Response, 5714 >
< 382, 159, 2387.9195005719653, Response, 5714 >
< 159, 329, 2388.609008951288, Request, 5714 >
< 329, 244, 2390.4680390010294, Request, 5714 >
< 244, 224, 2392.0246500259586, Request, 5714 >
< 224, 188, 2392.6598615395756, Request, 5714 >
< 188, 224, 2393.4420398950556, Response, 5714 >
< 224, 244, 2394.3352719512554, Response, 5714 >
< 244, 166, 2395.202362616442, Request, 5714 >
< 166, 244, 2396.743898250414, Response, 5714 >
< 244, 329, 2397.7769215076987, Response, 5714 >
< 329, 159, 2398.5545367460672, Response, 5714 >
< 159, 290, 2399.976989944728, Response, 5714 >
< 290, 29, 2400.3702202239733, Response, 5714 >
< 29, 0, 2402.037821036558, Response, 5714 >
5779:
< 0, 29, 2349.777885807615, Request, 5779 >
< 29, 290, 2351.1047876757148, Request, 5779 >
< 290, 159, 2351.3521412867644, Request, 5779 >
< 159, 329, 2353.3288828102895, Request, 5779 >
< 329, 244, 2354.246442122324, Request, 5779 >
< 244, 224, 2355.8403278369437, Request, 5779 >
< 224, 188, 2357.745092736613, Request, 5779 >
< 188, 224, 2359.454798132921, Response, 5779 >
< 224, 244, 2359.716859960448, Response, 5779 >
< 244, 166, 2360.1375916892134, Request, 5779 >
< 166, 244, 2361.777093487901, Response, 5779 >
< 244, 329, 2362.4602173268277, Response, 5779 >
< 329, 159, 2363.3922329447732, Response, 5779 >
< 159, 382, 2363.760099564573, Request, 5779 >
< 382, 294, 2364.4272470910496, Request, 5779 >
< 294, 382, 2365.6259783443875, Response, 5779 >
< 382, 159, 2366.03668854766, Response, 5779 >
< 159, 290, 2367.512808588273, Response, 5779 >
< 290, 29, 2368.158576385, Response, 5779 >
< 29, 0, 2369.263835866627, Response, 5779 >
5876:
< 0, 29, 1946.3260791909229, Request, 5876 >
< 29, 290, 1947.392509734624, Request, 5876 >
< 290, 159, 1948.6409521887233, Request, 5876 >
< 159, 382, 1949.9385894816883, Request, 5876 >
< 382, 294, 1950.1731510233285, Request, 5876 >
< 294, 382, 1950.9734849625752, Response, 5876 >
< 382, 159, 1951.316528235889, Response, 5876 >
< 159, 329, 1952.5885932744827, Request, 5876 >
< 329, 244, 1954.223981357984, Request, 5876 >
< 244, 224, 1955.747154800113, Request, 5876 >
< 224, 244, 1956.3935651921356, Response, 5876 >
< 244, 166, 1957.2002821479784, Request, 5876 >
< 166, 244, 1959.0800991786145, Response, 5876 >
< 244, 329, 1960.5138094151846, Response, 5876 >
< 329, 159, 1960.7500505414703, Response, 5876 >
< 159, 290, 1962.4478673016026, Response, 5876 >
< 290, 29, 1962.9598411374982, Response, 5876 >
< 29, 0, 1963.2324062862, Response, 5876 >
5896:
< 0, 29, 854.7871574676547, Request, 5896 >
< 29, 290, 855.5956049979387, Request, 5896 >
< 290, 159, 856.3478785239456, Request, 5896 >
< 159, 329, 857.7114964362432, Request, 5896 >
< 329, 244, 859.0572807149058, Request, 5896 >
< 244, 224, 860.4069492591033, Request, 5896 >
< 224, 188, 861.5867090025055, Request, 5896 >
< 188, 319, 862.3483253155324, Request, 5896 >
< 319, 188, 863.9331839762062, Response, 5896 >
< 188, 224, 865.1867244177208, Response, 5896 >
< 224, 244, 866.4204856306126, Response, 5896 >
< 244, 166, 867.9034613033944, Request, 5896 >
< 166, 244, 869.0627059299671, Response, 5896 >
< 244, 329, 870.9695066883693, Response, 5896 >
< 329, 159, 872.7682942736607, Response, 5896 >
< 159, 382, 874.5334751503854, Request, 5896 >
< 382, 294, 875.8489877712777, Request, 5896 >
< 294, 382, 877.1639955293182, Response, 5896 >
< 382, 159, 878.2428996200846, Response, 5896 >
< 159, 290, 879.8727433085543, Response, 5896 >
< 290, 29, 881.5354723130621, Response, 5896 >
< 29, 0, 883.0269559232792, Response, 5896 >
5903:
< 0, 29, 3151.9408227322147, Request, 5903 >
< 29, 290, 3152.8385313690346, Request, 5903 >
< 290, 159, 3154.5737393494833, Request, 5903 >
< 159, 329, 3155.6913151638378, Request, 5903 >
< 329, 244, 3156.8265477400682, Request, 5903 >
< 244, 224, 3157.631384745365, Request, 5903 >
< 224, 188, 3158.413494504345, Request, 5903 >
< 188, 319, 3159.244459925617, Request, 5903 >
< 319, 188, 3160.914131997449, Response, 5903 >
< 188, 224, 3161.769262590801, Response, 5903 >
< 224, 244, 3162.106438021184, Response, 5903 >
< 244, 166, 3162.4730158659117, Request, 5903 >
< 166, 244, 3163.79950859966, Response, 5903 >
< 244, 329, 3165.1537658122115, Response, 5903 >
< 329, 159, 3165.880615564476, Response, 5903 >
< 159, 382, 3167.7785280061985, Request, 5903 >
< 382, 294, 3167.990129668447, Request, 5903 >
< 294, 382, 3169.233831363227, Response, 5903 >
< 382, 159, 3169.9602514725716, Response, 5903 >
< 159, 290, 3171.9456607433635, Response, 5903 >
< 290, 29, 3173.18220030022, Response, 5903 >
< 29, 0, 3174.5104304573424, Response, 5903 >
5907:
< 0, 29, 31.439301922961604, Request, 5907 >
< 29, 290, 32.806804822023466, Request, 5907 >
< 290, 159, 34.52083810191664, Request, 5907 >
< 159, 382, 34.973566613694004, Request, 5907 >
< 382, 294, 36.7643557008911, Request, 5907 >
< 294, 382, 37.26147333341537, Response, 5907 >
